,annee,diplome,etablissement,academie,domaine,discipline,situation,nombre_de_reponses,taux_de_reponse,taux_dinsertion,de_diplomes_boursiers,taux_de_chomage_regional,salaire_net_mensuel_median_regional,long_academie,lat_academie
4078,2012.0,MASTER LMD,Nice - Sophia-Antipolis,Nice,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,38.0,71.0,89.0,29,11.7,1790.0,43.49246526708552,6.6236781329642085
4079,2012.0,MASTER LMD,Nice - Sophia-Antipolis,Nice,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,183.0,69.0,90.0,29,11.7,1790.0,43.49246526708552,6.6236781329642085
4080,2012.0,MASTER LMD,Nice - Sophia-Antipolis,Nice,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,41.0,89.0,75.0,29,11.7,1790.0,43.49246526708552,6.6236781329642085
4081,2012.0,MASTER LMD,Toulon,Nice,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,77.0,73.0,81.0,40,11.7,1790.0,43.49246526708552,6.6236781329642085
4082,2012.0,MASTER LMD,Toulon,Nice,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,77.0,73.0,83.0,40,11.7,1790.0,43.49246526708552,6.6236781329642085
4083,2012.0,MASTER LMD,Toulon,Nice,"Droit, économie et gestion",Gestion,18 mois après le diplôme,37.0,73.0,81.0,40,11.7,1790.0,43.49246526708552,6.6236781329642085
4084,2013.0,MASTER LMD,Nice - Sophia-Antipolis,Nice,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,42.0,92.0,83.0,26,11.4,1840.0,43.49246526708552,6.6236781329642085
4085,2013.0,MASTER LMD,Nice - Sophia-Antipolis,Nice,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,30.0,83.0,100.0,26,11.4,1840.0,43.49246526708552,6.6236781329642085
4086,2013.0,MASTER LMD,Toulon,Nice,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,92.0,84.0,80.0,36,11.4,1840.0,43.49246526708552,6.6236781329642085
4087,2014.0,MASTER ENS,Nice - Sophia-Antipolis,Nice,Masters enseignement,Masters enseignement,18 mois après le diplôme,109.0,79.0,94.0,35,11.0,1830.0,43.49246526708552,6.6236781329642085
4088,2014.0,MASTER LMD,Nice - Sophia-Antipolis,Nice,"Droit, économie et gestion",Droit,18 mois après le diplôme,57.0,70.0,89.0,28,11.0,1830.0,43.49246526708552,6.6236781329642085
4089,2014.0,MASTER LMD,Nice - Sophia-Antipolis,Nice,"Droit, économie et gestion",Économie,30 mois après le diplôme,43.0,79.0,86.0,28,11.0,1830.0,43.49246526708552,6.6236781329642085
4090,2014.0,MASTER LMD,Nice - Sophia-Antipolis,Nice,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,98.0,85.0,78.0,28,11.0,1830.0,43.49246526708552,6.6236781329642085
4091,2014.0,MASTER LMD,Nice - Sophia-Antipolis,Nice,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,98.0,85.0,81.0,28,11.0,1830.0,43.49246526708552,6.6236781329642085
4092,2014.0,MASTER LMD,Toulon,Nice,"Droit, économie et gestion",Droit,30 mois après le diplôme,65.0,78.0,91.0,35,11.0,1830.0,43.49246526708552,6.6236781329642085
4093,2014.0,MASTER LMD,Toulon,Nice,Sciences humaines et sociales,Information communication,18 mois après le diplôme,68.0,88.0,79.0,35,11.0,1830.0,43.49246526708552,6.6236781329642085
4094,2015.0,MASTER LMD,Nice - Sophia-Antipolis,Nice,"Droit, économie et gestion",Gestion,30 mois après le diplôme,187.0,75.0,92.0,33,10.3,1830.0,43.49246526708552,6.6236781329642085
4095,2015.0,MASTER LMD,Nice - Sophia-Antipolis,Nice,Sciences humaines et sociales,Histoire-géographie,18 mois après le diplôme,31.0,80.0,66.0,33,10.3,1830.0,43.49246526708552,6.6236781329642085
4096,2015.0,MASTER LMD,Nice - Sophia-Antipolis,Nice,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,41.0,87.0,80.0,33,10.3,1830.0,43.49246526708552,6.6236781329642085
4097,2015.0,MASTER LMD,Toulon,Nice,"Droit, économie et gestion",Droit,30 mois après le diplôme,56.0,84.0,89.0,34,10.3,1830.0,43.49246526708552,6.6236781329642085
4098,2015.0,MASTER LMD,Toulon,Nice,"Droit, économie et gestion",Droit,18 mois après le diplôme,56.0,84.0,79.0,34,10.3,1830.0,43.49246526708552,6.6236781329642085
4099,2015.0,MASTER LMD,Toulon,Nice,"Droit, économie et gestion",Gestion,18 mois après le diplôme,42.0,90.0,85.0,34,10.3,1830.0,43.49246526708552,6.6236781329642085
4100,2016.0,MASTER ENS,Nice - Sophia-Antipolis,Nice,Masters enseignement,Masters enseignement,18 mois après le diplôme,98.0,68.0,97.0,14,10.2,1800.0,43.49246526708552,6.6236781329642085
4101,2016.0,MASTER LMD,Nice - Sophia-Antipolis,Nice,"Droit, économie et gestion",Droit,18 mois après le diplôme,75.0,73.0,92.0,28,10.2,1800.0,43.49246526708552,6.6236781329642085
4102,2016.0,MASTER LMD,Nice - Sophia-Antipolis,Nice,"Droit, économie et gestion",Gestion,30 mois après le diplôme,203.0,74.0,95.0,28,10.2,1800.0,43.49246526708552,6.6236781329642085
4103,2016.0,MASTER LMD,Nice - Sophia-Antipolis,Nice,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,157.0,74.0,89.0,28,10.2,1800.0,43.49246526708552,6.6236781329642085
4104,2016.0,MASTER LMD,Nice - Sophia-Antipolis,Nice,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,35.0,82.0,86.0,28,10.2,1800.0,43.49246526708552,6.6236781329642085
4105,,,,Normandie,,,,,,,,,,49.27797496861455,0.3055360527640734
4106,2016.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion",Gestion,18 mois après le diplôme,83.0,62.0,91.0,30,8.3,1830.0,47.68399748015188,1.4926792024006625
4107,2016.0,MASTER LMD,Tours,Orléans-Tours,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,72.0,75.0,87.0,30,8.3,1830.0,47.68399748015188,1.4926792024006625
4108,2016.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,102.0,70.0,92.0,30,8.3,1830.0,47.68399748015188,1.4926792024006625
4109,2016.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,46.0,70.0,93.0,30,8.3,1830.0,47.68399748015188,1.4926792024006625
4110,2016.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,44.0,75.0,89.0,30,8.3,1830.0,47.68399748015188,1.4926792024006625
4111,2016.0,MASTER ENS,Orléans,Orléans-Tours,Masters enseignement,Masters enseignement,18 mois après le diplôme,146.0,52.0,99.0,25,8.3,1830.0,47.68399748015188,1.4926792024006625
4112,2016.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion",Gestion,30 mois après le diplôme,90.0,62.0,94.0,30,8.3,1830.0,47.68399748015188,1.4926792024006625
4113,2016.0,MASTER LMD,Orléans,Orléans-Tours,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,34.0,76.0,79.0,30,8.3,1830.0,47.68399748015188,1.4926792024006625
4114,2017.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion",Droit,30 mois après le diplôme,32.0,63.0,97.0,32,7.7,1850.0,47.68399748015188,1.4926792024006625
4115,2017.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion",Gestion,30 mois après le diplôme,103.0,67.0,95.0,32,7.7,1850.0,47.68399748015188,1.4926792024006625
4116,2017.0,MASTER LMD,Tours,Orléans-Tours,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,83.0,86.0,86.0,32,7.7,1850.0,47.68399748015188,1.4926792024006625
4117,2017.0,MASTER LMD,Tours,Orléans-Tours,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,83.0,86.0,81.0,32,7.7,1850.0,47.68399748015188,1.4926792024006625
4118,2017.0,MASTER LMD,Tours,Orléans-Tours,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,43.0,89.0,98.0,32,7.7,1850.0,47.68399748015188,1.4926792024006625
4119,2017.0,MASTER ENS,Orléans,Orléans-Tours,Masters enseignement,Masters enseignement,30 mois après le diplôme,125.0,46.0,100.0,16,7.7,1850.0,47.68399748015188,1.4926792024006625
4120,2017.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,157.0,57.0,94.0,31,7.7,1850.0,47.68399748015188,1.4926792024006625
4121,2017.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion",Droit,18 mois après le diplôme,42.0,58.0,95.0,31,7.7,1850.0,47.68399748015188,1.4926792024006625
4122,2010.0,MASTER LMD,Tours,Orléans-Tours,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,83.0,75.0,85.0,29,9.7,1740.0,47.68399748015188,1.4926792024006625
4123,2011.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,109.0,68.0,91.0,33,9.2,1760.0,47.68399748015188,1.4926792024006625
4124,2011.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,50.0,73.0,90.0,33,9.2,1760.0,47.68399748015188,1.4926792024006625
4125,2011.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,217.0,77.0,95.0,28,9.2,1760.0,47.68399748015188,1.4926792024006625
4126,2011.0,MASTER LMD,Orléans,Orléans-Tours,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,47.0,82.0,83.0,28,9.2,1760.0,47.68399748015188,1.4926792024006625
4127,2012.0,MASTER ENS,Tours,Orléans-Tours,Masters enseignement,Masters enseignement,30 mois après le diplôme,31.0,58.0,100.0,60,9.8,1780.0,47.68399748015188,1.4926792024006625
4128,2012.0,MASTER LMD,Tours,Orléans-Tours,Sciences humaines et sociales,Psychologie,18 mois après le diplôme,41.0,78.0,79.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4129,2012.0,MASTER ENS,Orléans,Orléans-Tours,Masters enseignement,Masters enseignement,30 mois après le diplôme,113.0,69.0,97.0,42,9.8,1780.0,47.68399748015188,1.4926792024006625
4130,2012.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,182.0,60.0,90.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4131,2012.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion",Droit,18 mois après le diplôme,59.0,58.0,85.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4132,2012.0,MASTER LMD,Orléans,Orléans-Tours,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,36.0,68.0,73.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4133,2013.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,168.0,56.0,92.0,31,9.6,1820.0,47.68399748015188,1.4926792024006625
4134,2013.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion",Gestion,18 mois après le diplôme,109.0,54.0,91.0,31,9.6,1820.0,47.68399748015188,1.4926792024006625
4135,2013.0,MASTER LMD,Orléans,Orléans-Tours,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,47.0,61.0,69.0,31,9.6,1820.0,47.68399748015188,1.4926792024006625
4136,2014.0,MASTER ENS,Tours,Orléans-Tours,Masters enseignement,Masters enseignement,30 mois après le diplôme,33.0,69.0,94.0,45,9.0,1830.0,47.68399748015188,1.4926792024006625
4137,2014.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,31.0,79.0,94.0,31,9.0,1830.0,47.68399748015188,1.4926792024006625
4138,2014.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,112.0,72.0,88.0,31,9.0,1830.0,47.68399748015188,1.4926792024006625
4139,2014.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,45.0,74.0,82.0,31,9.0,1830.0,47.68399748015188,1.4926792024006625
4140,2014.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion",Droit,18 mois après le diplôme,45.0,58.0,87.0,36,9.0,1830.0,47.68399748015188,1.4926792024006625
4141,2014.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion",Gestion,30 mois après le diplôme,101.0,67.0,94.0,36,9.0,1830.0,47.68399748015188,1.4926792024006625
4142,2014.0,MASTER LMD,Orléans,Orléans-Tours,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,87.0,73.0,92.0,36,9.0,1830.0,47.68399748015188,1.4926792024006625
4143,2015.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,165.0,70.0,98.0,27,8.3,1830.0,47.68399748015188,1.4926792024006625
4144,2015.0,MASTER LMD,Tours,Orléans-Tours,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,62.0,70.0,85.0,27,8.3,1830.0,47.68399748015188,1.4926792024006625
4145,2015.0,MASTER LMD,Tours,Orléans-Tours,Sciences humaines et sociales,Psychologie,18 mois après le diplôme,38.0,72.0,92.0,27,8.3,1830.0,47.68399748015188,1.4926792024006625
4146,2015.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,48.0,79.0,87.0,27,8.3,1830.0,47.68399748015188,1.4926792024006625
4147,2015.0,MASTER LMD,Orléans,Orléans-Tours,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,78.0,74.0,85.0,30,8.3,1830.0,47.68399748015188,1.4926792024006625
4148,2016.0,MASTER LMD,Tours,Orléans-Tours,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,32.0,79.0,80.0,30,8.3,1830.0,47.68399748015188,1.4926792024006625
4149,2016.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,46.0,70.0,86.0,30,8.3,1830.0,47.68399748015188,1.4926792024006625
4150,2016.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion",Gestion,18 mois après le diplôme,90.0,62.0,93.0,30,8.3,1830.0,47.68399748015188,1.4926792024006625
4151,2017.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,167.0,69.0,95.0,32,7.7,1850.0,47.68399748015188,1.4926792024006625
4152,2017.0,MASTER LMD,Tours,Orléans-Tours,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,38.0,76.0,81.0,32,7.7,1850.0,47.68399748015188,1.4926792024006625
4153,2017.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,81.0,74.0,91.0,32,7.7,1850.0,47.68399748015188,1.4926792024006625
4154,2017.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion",Droit,30 mois après le diplôme,42.0,58.0,95.0,31,7.7,1850.0,47.68399748015188,1.4926792024006625
4155,2017.0,MASTER LMD,Orléans,Orléans-Tours,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,74.0,63.0,89.0,31,7.7,1850.0,47.68399748015188,1.4926792024006625
4156,2010.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion",Gestion,30 mois après le diplôme,61.0,63.0,92.0,29,9.7,1740.0,47.68399748015188,1.4926792024006625
4157,2011.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,121.0,60.0,90.0,33,9.2,1760.0,47.68399748015188,1.4926792024006625
4158,2011.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,36.0,71.0,87.0,33,9.2,1760.0,47.68399748015188,1.4926792024006625
4159,2011.0,MASTER ENS,Orléans,Orléans-Tours,Masters enseignement,Masters enseignement : premier degré,30 mois après le diplôme,111.0,79.0,95.0,28,9.2,1760.0,47.68399748015188,1.4926792024006625
4160,2011.0,MASTER LMD,Orléans,Orléans-Tours,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,37.0,75.0,92.0,28,9.2,1760.0,47.68399748015188,1.4926792024006625
4161,2012.0,MASTER ENS,Tours,Orléans-Tours,Masters enseignement,Masters enseignement,18 mois après le diplôme,31.0,58.0,100.0,60,9.8,1780.0,47.68399748015188,1.4926792024006625
4162,2012.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion",Gestion,18 mois après le diplôme,97.0,72.0,83.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4163,2012.0,MASTER LMD,Tours,Orléans-Tours,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,82.0,76.0,79.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4164,2012.0,MASTER LMD,Tours,Orléans-Tours,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,82.0,76.0,95.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4165,2012.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,109.0,74.0,78.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4166,2012.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,109.0,74.0,83.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4167,2012.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,42.0,71.0,81.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4168,2012.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion",Gestion,18 mois après le diplôme,96.0,58.0,87.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4169,2013.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,141.0,66.0,85.0,32,9.6,1820.0,47.68399748015188,1.4926792024006625
4170,2013.0,MASTER LMD,Tours,Orléans-Tours,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,73.0,69.0,85.0,32,9.6,1820.0,47.68399748015188,1.4926792024006625
4171,2013.0,MASTER LMD,Tours,Orléans-Tours,Sciences humaines et sociales,Histoire-géographie,30 mois après le diplôme,33.0,73.0,72.0,32,9.6,1820.0,47.68399748015188,1.4926792024006625
4172,2014.0,MASTER ENS,Tours,Orléans-Tours,Masters enseignement,Masters enseignement,18 mois après le diplôme,33.0,69.0,93.0,45,9.0,1830.0,47.68399748015188,1.4926792024006625
4173,2014.0,MASTER LMD,Tours,Orléans-Tours,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,39.0,68.0,85.0,31,9.0,1830.0,47.68399748015188,1.4926792024006625
4174,2014.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,49.0,72.0,92.0,31,9.0,1830.0,47.68399748015188,1.4926792024006625
4175,2014.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,45.0,74.0,83.0,31,9.0,1830.0,47.68399748015188,1.4926792024006625
4176,2014.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,169.0,63.0,86.0,36,9.0,1830.0,47.68399748015188,1.4926792024006625
4177,2014.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion",Gestion,18 mois après le diplôme,101.0,67.0,88.0,36,9.0,1830.0,47.68399748015188,1.4926792024006625
4178,2015.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion",Gestion,30 mois après le diplôme,106.0,68.0,99.0,27,8.3,1830.0,47.68399748015188,1.4926792024006625
4179,2015.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,30.0,80.0,93.0,27,8.3,1830.0,47.68399748015188,1.4926792024006625
4180,2015.0,MASTER LMD,Tours,Orléans-Tours,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,62.0,70.0,97.0,27,8.3,1830.0,47.68399748015188,1.4926792024006625
4181,2015.0,MASTER LMD,Tours,Orléans-Tours,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,38.0,72.0,97.0,27,8.3,1830.0,47.68399748015188,1.4926792024006625
4182,2015.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,41.0,75.0,93.0,27,8.3,1830.0,47.68399748015188,1.4926792024006625
4183,2015.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,41.0,75.0,89.0,27,8.3,1830.0,47.68399748015188,1.4926792024006625
4184,2015.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,179.0,68.0,97.0,30,8.3,1830.0,47.68399748015188,1.4926792024006625
4185,2015.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,179.0,68.0,93.0,30,8.3,1830.0,47.68399748015188,1.4926792024006625
4186,2010.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion",Droit,30 mois après le diplôme,34.0,77.0,97.0,29,9.7,1740.0,47.68399748015188,1.4926792024006625
4187,2010.0,MASTER LMD,Tours,Orléans-Tours,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,52.0,79.0,92.0,29,9.7,1740.0,47.68399748015188,1.4926792024006625
4188,2010.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,204.0,68.0,94.0,30,9.7,1740.0,47.68399748015188,1.4926792024006625
4189,2010.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion",Gestion,30 mois après le diplôme,112.0,64.0,96.0,30,9.7,1740.0,47.68399748015188,1.4926792024006625
4190,2010.0,MASTER LMD,Orléans,Orléans-Tours,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,32.0,63.0,88.0,30,9.7,1740.0,47.68399748015188,1.4926792024006625
4191,2011.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion",Gestion,30 mois après le diplôme,68.0,55.0,87.0,33,9.2,1760.0,47.68399748015188,1.4926792024006625
4192,2011.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion",Gestion,30 mois après le diplôme,115.0,77.0,95.0,28,9.2,1760.0,47.68399748015188,1.4926792024006625
4193,2012.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion",Droit,18 mois après le diplôme,40.0,78.0,85.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4194,2012.0,MASTER LMD,Tours,Orléans-Tours,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,39.0,66.0,80.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4195,2012.0,MASTER LMD,Tours,Orléans-Tours,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,41.0,78.0,95.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4196,2012.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,51.0,82.0,82.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4197,2012.0,MASTER ENS,Orléans,Orléans-Tours,Masters enseignement,Masters enseignement,18 mois après le diplôme,113.0,69.0,97.0,42,9.8,1780.0,47.68399748015188,1.4926792024006625
4198,2012.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion",Droit,30 mois après le diplôme,59.0,58.0,88.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4199,2012.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion",Gestion,30 mois après le diplôme,96.0,58.0,91.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4200,2012.0,MASTER LMD,Orléans,Orléans-Tours,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,43.0,68.0,84.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4201,2012.0,MASTER LMD,Orléans,Orléans-Tours,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,87.0,74.0,76.0,27,9.8,1780.0,47.68399748015188,1.4926792024006625
4202,2013.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,86.0,70.0,74.0,32,9.6,1820.0,47.68399748015188,1.4926792024006625
4203,2013.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,86.0,70.0,87.0,32,9.6,1820.0,47.68399748015188,1.4926792024006625
4204,2013.0,MASTER LMD,Tours,Orléans-Tours,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,35.0,70.0,73.0,32,9.6,1820.0,47.68399748015188,1.4926792024006625
4205,2013.0,MASTER LMD,Orléans,Orléans-Tours,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,168.0,56.0,89.0,31,9.6,1820.0,47.68399748015188,1.4926792024006625
4206,2014.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,175.0,69.0,85.0,31,9.0,1830.0,47.68399748015188,1.4926792024006625
4207,2014.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,175.0,69.0,94.0,31,9.0,1830.0,47.68399748015188,1.4926792024006625
4208,2014.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion",Droit,18 mois après le diplôme,40.0,65.0,90.0,31,9.0,1830.0,47.68399748015188,1.4926792024006625
4209,2014.0,MASTER LMD,Tours,Orléans-Tours,"Droit, économie et gestion",Gestion,30 mois après le diplôme,102.0,67.0,95.0,31,9.0,1830.0,47.68399748015188,1.4926792024006625
4210,2014.0,MASTER LMD,Tours,Orléans-Tours,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,39.0,68.0,92.0,31,9.0,1830.0,47.68399748015188,1.4926792024006625
